,name,rating,genre,year,score,votes,director,writer,star,runtime,decade,gross,budget,company
29,American Gigolo,R,Crime,1980,6.2,22000.0,Paul Schrader,Paul Schrader,Richard Gere,117.0,1980s,88.0,19.0,Paramount Pictures
33,Cattle Annie and Little Britches,PG,Drama,1980,6.1,604.0,Lamont Johnson,David Eyre,Scott Glenn,97.0,1980s,2.0,20.0,Cattle Annie Productions
35,Private Benjamin,R,Comedy,1980,6.2,24000.0,Howard Zieff,Nancy Meyers,Goldie Hawn,109.0,1980s,272.0,39.0,Warner Brothers
36,The Hollywood Knights,R,Comedy,1980,6.3,4300.0,Floyd Mutrux,Floyd Mutrux,Tony Danza,91.0,1980s,39.0,16.0,Polygram Filmed Entertainment
37,Motel Hell,R,Comedy,1980,6.0,11000.0,Kevin Connor,Robert Jaffe,Rory Calhoun,101.0,1980s,25.0,12.0,Camp Hill
42,The Stunt Man,R,Action,1980,7.1,9000.0,Richard Rush,Lawrence B. Marcus,Peter O'Toole,131.0,1980s,27.0,14.0,Melvin Simon Productions
46,The Island,R,Action,1980,5.3,3900.0,Michael Ritchie,Peter Benchley,Michael Caine,109.0,1980s,61.0,86.0,Universal Pictures
48,The Nude Bomb,PG,Action,1980,5.1,3100.0,Clive Donner,Mel Brooks,Don Adams,94.0,1980s,57.0,58.0,Universal Pictures
50,Stardust Memories,PG,Comedy,1980,7.3,22000.0,Woody Allen,Woody Allen,Woody Allen,89.0,1980s,40.0,39.0,Jack Rollins & Charles H. Joffe Productions
51,Melvin and Howard,R,Comedy,1980,6.8,4500.0,Jonathan Demme,Bo Goldman,Paul Le Mat,95.0,1980s,17.0,27.0,Universal Pictures
53,Bronco Billy,PG,Action,1980,6.1,11000.0,Clint Eastwood,Dennis Hackin,Clint Eastwood,116.0,1980s,94.0,25.0,Warner Brothers
56,When Time Ran Out...,PG,Action,1980,4.6,2600.0,James Goldstone,Gordon Thomas,Paul Newman,121.0,1980s,15.0,78.0,International Cinema
57,Oh Heavenly Dog,PG,Comedy,1980,5.4,2400.0,Joe Camp,Rod Browning,Chevy Chase,103.0,1980s,24.0,23.0,Mulberry Square Productions
58,The Octagon,R,Action,1980,5.1,5200.0,Eric Karson,Leigh Chapman,Chuck Norris,103.0,1980s,74.0,16.0,American Cinema Productions
75,The Last Flight of Noah's Ark,G,Adventure,1980,5.8,1300.0,Charles Jarrott,Ernest K. Gann,Elliott Gould,97.0,1980s,43.0,23.0,Walt Disney
77,Willie & Phil,R,Comedy,1980,5.9,415.0,Paul Mazursky,Jean Gruault,Michael Ontkean,115.0,1980s,17.0,21.0,Twentieth Century Fox
80,Phobia,R,Drama,1980,4.0,546.0,John Huston,Gary Sherman,Paul Michael Glaser,94.0,1980s,0.0,20.0,Borough Park Productions
92,Indiana Jones and the Raiders of the Lost Ark,PG,Action,1981,8.4,905000.0,Steven Spielberg,Lawrence Kasdan,Harrison Ford,115.0,1980s,1376.0,64.0,Paramount Pictures
94,An American Werewolf in London,R,Comedy,1981,7.5,97000.0,John Landis,John Landis,David Naughton,97.0,1980s,108.0,35.0,Polygram Pictures
95,Escape from New York,R,Action,1981,7.2,131000.0,John Carpenter,John Carpenter,Kurt Russell,99.0,1980s,89.0,21.0,Embassy
96,The Evil Dead,NC-17,Horror,1981,7.5,192000.0,Sam Raimi,Sam Raimi,Bruce Campbell,85.0,1980s,10.0,1.0,Renaissance Pictures
97,Porky's,R,Comedy,1981,6.2,40000.0,Bob Clark,Bob Clark,Dan Monahan,94.0,1980s,393.0,9.0,Pathé
98,Blow Out,R,Crime,1981,7.4,47000.0,Brian De Palma,Brian De Palma,John Travolta,108.0,1980s,42.0,64.0,Filmways Pictures
99,Clash of the Titans,PG,Action,1981,6.9,42000.0,Desmond Davis,Beverley Cross,Laurence Olivier,118.0,1980s,145.0,53.0,Charles H. Schneer Productions
100,Excalibur,R,Adventure,1981,7.4,59000.0,John Boorman,Thomas Malory,Nigel Terry,140.0,1980s,123.0,39.0,Cinema '84
101,Mad Max 2,R,Action,1981,7.6,170000.0,George Miller,Terry Hayes,Mel Gibson,96.0,1980s,84.0,11.0,Kennedy Miller Productions
103,Stripes,R,Comedy,1981,6.9,68000.0,Ivan Reitman,Len Blum,Bill Murray,106.0,1980s,301.0,35.0,Columbia Pictures
105,The Cannonball Run,PG,Action,1981,6.2,34000.0,Hal Needham,Brock Yates,Burt Reynolds,95.0,1980s,255.0,64.0,Golden Harvest Company
106,Thief,R,Action,1981,7.4,27000.0,Michael Mann,Frank Hohimer,James Caan,123.0,1980s,41.0,19.0,Mann/Caan Productions
108,Time Bandits,PG,Adventure,1981,7.0,60000.0,Terry Gilliam,Michael Palin,Sean Connery,110.0,1980s,150.0,18.0,HandMade Films
110,Friday the 13th Part 2,R,Horror,1981,6.1,61000.0,Steve Miner,Ron Kurz,Betsy Palmer,87.0,1980s,77.0,4.0,Georgetown Productions Inc.
112,For Your Eyes Only,PG,Action,1981,6.7,94000.0,John Glen,Richard Maibaum,Roger Moore,127.0,1980s,193.0,99.0,Eon Productions
113,Halloween II,R,Horror,1981,6.5,77000.0,Rick Rosenthal,John Carpenter,Jamie Lee Curtis,92.0,1980s,90.0,9.0,Dino De Laurentis Company
114,Taps,PG,Drama,1981,6.8,17000.0,Harold Becker,Darryl Ponicsan,George C. Scott,126.0,1980s,127.0,49.0,Major Studio Partners
115,Reds,PG,Biography,1981,7.3,21000.0,Warren Beatty,Warren Beatty,Warren Beatty,195.0,1980s,143.0,113.0,Barclays Mercantile Industrial Finance
117,The Fox and the Hound,G,Animation,1981,7.3,87000.0,Directors,Daniel P. Mannix,Mickey Rooney,83.0,1980s,224.0,42.0,Walt Disney
118,Chariots of Fire,PG,Biography,1981,7.2,56000.0,Hugh Hudson,Colin Welland,Ben Cross,125.0,1980s,209.0,19.0,Enigma Productions
119,Absence of Malice,PG,Drama,1981,6.9,12000.0,Sydney Pollack,Kurt Luedtke,Paul Newman,116.0,1980s,144.0,42.0,Columbia Pictures
120,Tarzan the Ape Man,Approved,Adventure,1981,3.4,5300.0,John Derek,Tom Rowe,Bo Derek,115.0,1980s,129.0,23.0,Metro-Goldwyn-Mayer (MGM)
121,Victory,PG,Drama,1981,6.7,29000.0,John Huston,Yabo Yablonsky,Michael Caine,116.0,1980s,38.0,35.0,Lorimar Film Entertainment
122,Arthur,PG,Comedy,1981,6.9,27000.0,Steve Gordon,Steve Gordon,Dudley Moore,97.0,1980s,337.0,25.0,Orion Pictures
126,History of the World: Part I,R,Comedy,1981,6.9,47000.0,Mel Brooks,Mel Brooks,Mel Brooks,92.0,1980s,112.0,39.0,Brooksfilms
127,The Howling,R,Horror,1981,6.6,32000.0,Joe Dante,Gary Brandner,Dee Wallace,91.0,1980s,63.0,4.0,Embassy
128,Dragonslayer,PG,Action,1981,6.7,16000.0,Matthew Robbins,Hal Barwood,Peter MacNicol,109.0,1980s,50.0,64.0,Paramount Pictures
130,Quest for Fire,R,Adventure,1981,7.3,21000.0,Jean-Jacques Annaud,Gérard Brach,Everett McGill,100.0,1980s,74.0,44.0,International Cinema Corporation (ICC)
131,The Final Conflict,R,Horror,1981,5.6,19000.0,Graham Baker,David Seltzer,Sam Neill,108.0,1980s,72.0,18.0,Twentieth Century Fox
132,Mommie Dearest,R,Biography,1981,6.7,15000.0,Frank Perry,Christina Crawford,Faye Dunaway,129.0,1980s,67.0,18.0,Paramount Pictures
133,Private Lessons,R,Comedy,1981,5.2,3400.0,Alan Myerson,Dan Greenburg,Sylvia Kristel,87.0,1980s,93.0,10.0,Barry & Enright Productions
134,The Postman Always Rings Twice,R,Crime,1981,6.6,22000.0,Bob Rafelson,David Mamet,Jack Nicholson,122.0,1980s,44.0,42.0,CIP Filmproduktion GmbH
136,Deadly Blessing,R,Horror,1981,5.6,5200.0,Wes Craven,Glenn M. Benest,Maren Jensen,100.0,1980s,29.0,9.0,Polygram Filmed Entertainment
137,Eyewitness,R,Crime,1981,6.0,4500.0,Peter Yates,Steve Tesich,William Hurt,103.0,1980s,23.0,30.0,Twentieth Century Fox
139,Outland,R,Action,1981,6.6,28000.0,Peter Hyams,Peter Hyams,Sean Connery,109.0,1980s,61.0,56.0,The Ladd Company
141,S.O.B.,R,Comedy,1981,6.4,5700.0,Blake Edwards,Blake Edwards,Julie Andrews,122.0,1980s,52.0,42.0,Artista Management
142,The Beyond,R,Horror,1981,6.8,21000.0,Lucio Fulci,Dardano Sacchetti,Catriona MacColl,87.0,1980s,0.0,1.0,Fulvia Film
146,One from the Heart,R,Drama,1981,6.5,5700.0,Francis Ford Coppola,Armyan Bernstein,Frederic Forrest,107.0,1980s,2.0,92.0,Zoetrope Studios
149,True Confessions,R,Crime,1981,6.3,7500.0,Ulu Grosbard,John Gregory Dunne,Robert De Niro,108.0,1980s,45.0,35.0,Chartoff-Winkler Productions
151,Nighthawks,R,Action,1981,6.4,18000.0,Bruce Malmuth,David Shaber,Sylvester Stallone,99.0,1980s,70.0,18.0,Universal Pictures
154,Neighbors,R,Comedy,1981,5.6,7600.0,John G. Avildsen,Thomas Berger,John Belushi,94.0,1980s,106.0,30.0,Columbia Pictures
157,Wolfen,R,Horror,1981,6.3,9400.0,Michael Wadleigh,Whitley Strieber,Albert Finney,115.0,1980s,38.0,60.0,Orion Pictures
159,Prince of the City,R,Crime,1981,7.5,7600.0,Sidney Lumet,Jay Presson Allen,Treat Williams,167.0,1980s,29.0,30.0,Orion Pictures
165,Eyes of a Stranger,R,Horror,1981,6.0,2400.0,Ken Wiederhorn,Ron Kurz,Lauren Tewes,84.0,1980s,4.0,3.0,Georgetown Productions Inc.
167,Under the Rainbow,PG,Comedy,1981,5.4,2600.0,Steve Rash,Fred Bauer,Chevy Chase,98.0,1980s,66.0,71.0,Innovisions
168,Carbon Copy,PG,Comedy,1981,5.6,2600.0,Michael Schultz,Stanley Shapiro,George Segal,92.0,1980s,34.0,21.0,DeHaven/Shapiro Productions
173,Modern Problems,PG,Comedy,1981,5.1,4900.0,Ken Shapiro,Ken Shapiro,Chevy Chase,93.0,1980s,92.0,28.0,Twentieth Century Fox
174,Pennies from Heaven,R,Drama,1981,6.5,5300.0,Herbert Ross,Dennis Potter,Steve Martin,108.0,1980s,32.0,78.0,Metro-Goldwyn-Mayer (MGM)
176,The Legend of the Lone Ranger,PG,Action,1981,5.1,2000.0,William A. Fraker,Ivan Goff,Klinton Spilsbury,98.0,1980s,45.0,64.0,Eaves Movie Ranch
177,Sphinx,PG,Adventure,1981,5.2,1300.0,Franklin J. Schaffner,John Byrum,Lesley-Anne Down,118.0,1980s,7.0,49.0,Orion Pictures
180,Zoot Suit,R,Drama,1981,6.8,1100.0,Luis Valdez,Luis Valdez,Daniel Valdez,103.0,1980s,11.0,10.0,Universal Pictures
182,Buddy Buddy,R,Comedy,1981,6.5,4500.0,Billy Wilder,Francis Veber,Jack Lemmon,96.0,1980s,26.0,35.0,Heron Productions
183,Bustin' Loose,R,Comedy,1981,6.1,2900.0,Oz Scott,Lonne Elder III,Richard Pryor,94.0,1980s,110.0,39.0,Universal Pictures
185,Heartbeeps,PG,Comedy,1981,4.3,1300.0,Allan Arkush,John Hill,Andy Kaufman,78.0,1980s,8.0,42.0,Universal Pictures
187,Take This Job and Shove It,PG,Comedy,1981,5.0,761.0,Gus Trikonis,Barry Schneider,Robert Hays,100.0,1980s,62.0,12.0,Cinema Group Ventures
189,Whose Life Is It Anyway?,R,Comedy,1981,7.3,2700.0,John Badham,Brian Clark,Richard Dreyfuss,119.0,1980s,29.0,46.0,Metro-Goldwyn-Mayer (MGM)
190,Inchon,PG,Drama,1981,2.7,659.0,Terence Young,Robin Moore,Laurence Olivier,140.0,1980s,18.0,162.0,One Way Productions
191,All Night Long,R,Comedy,1981,5.5,1700.0,Jean-Claude Tramont,W.D. Richter,Gene Hackman,87.0,1980s,16.0,49.0,Universal Pictures
192,The Pursuit of D.B. Cooper,PG,Adventure,1981,5.6,1100.0,Roger Spottiswoode,J.D. Reed,Robert Duvall,100.0,1980s,13.0,42.0,Polygram Filmed Entertainment
193,Rollover,R,Drama,1981,5.4,1100.0,Alan J. Pakula,Howard Kohn,Jane Fonda,116.0,1980s,38.0,56.0,IPC Films
195,Honky Tonk Freeway,PG,Action,1981,5.2,928.0,John Schlesinger,Edward Clinton,David Rasche,107.0,1980s,7.0,85.0,EMI Films
197,King of the Mountain,PG,Action,1981,5.5,384.0,Noel Nosseck,David Barry,Harry Hamlin,90.0,1980s,6.0,7.0,Polygram Filmed Entertainment
205,Fast Times at Ridgemont High,R,Comedy,1982,7.2,98000.0,Amy Heckerling,Cameron Crowe,Sean Penn,90.0,1980s,90.0,15.0,Universal Pictures
206,Blade Runner,R,Action,1982,8.1,710000.0,Ridley Scott,Hampton Fancher,Harrison Ford,117.0,1980s,138.0,93.0,The Ladd Company
207,The Thing,R,Horror,1982,8.1,382000.0,John Carpenter,Bill Lancaster,Kurt Russell,109.0,1980s,65.0,50.0,Universal Pictures
208,Conan the Barbarian,R,Action,1982,6.9,141000.0,John Milius,Robert E. Howard,Arnold Schwarzenegger,129.0,1980s,229.0,66.0,Universal Pictures
209,E.T. the Extra-Terrestrial,PG,Family,1982,7.8,381000.0,Steven Spielberg,Melissa Mathison,Henry Thomas,115.0,1980s,2632.0,35.0,Universal Pictures
210,First Blood,R,Action,1982,7.7,234000.0,Ted Kotcheff,David Morrell,Sylvester Stallone,93.0,1980s,416.0,50.0,Anabasis N.V.
211,An Officer and a Gentleman,R,Drama,1982,7.0,52000.0,Taylor Hackford,Douglas Day Stewart,Richard Gere,124.0,1980s,431.0,25.0,Lorimar Film Entertainment
212,Grease 2,PG,Comedy,1982,4.4,34000.0,Patricia Birch,Ken Finkleman,Michelle Pfeiffer,115.0,1980s,50.0,44.0,Paramount Pictures
213,Annie,PG,Comedy,1982,6.6,41000.0,John Huston,Carol Sobieski,Aileen Quinn,127.0,1980s,189.0,166.0,Columbia Pictures
214,Poltergeist,PG,Horror,1982,7.3,148000.0,Tobe Hooper,Steven Spielberg,JoBeth Williams,114.0,1980s,256.0,36.0,Metro-Goldwyn-Mayer (MGM)
215,48 Hrs.,R,Action,1982,6.9,73000.0,Walter Hill,Roger Spottiswoode,Nick Nolte,96.0,1980s,262.0,40.0,Paramount Pictures
216,Star Trek II: The Wrath of Khan,PG,Action,1982,7.7,115000.0,Nicholas Meyer,Gene Roddenberry,William Shatner,113.0,1980s,262.0,37.0,Paramount Pictures
219,Sophie's Choice,R,Drama,1982,7.6,44000.0,Alan J. Pakula,William Styron,Meryl Streep,150.0,1980s,100.0,40.0,Incorporated Television Company (ITC)
220,Gandhi,PG,Biography,1982,8.0,220000.0,Richard Attenborough,John Briley,Ben Kingsley,191.0,1980s,175.0,73.0,International Film Investors
221,Tootsie,PG,Comedy,1982,7.4,100000.0,Sydney Pollack,Don McGuire,Dustin Hoffman,116.0,1980s,588.0,70.0,Columbia Pictures
222,Tron,PG,Action,1982,6.8,115000.0,Steven Lisberger,Steven Lisberger,Jeff Bridges,96.0,1980s,110.0,56.0,Walt Disney
223,The Secret of NIMH,G,Animation,1982,7.6,37000.0,Don Bluth,Robert C. O'Brien,Elizabeth Hartman,82.0,1980s,49.0,23.0,Aurora
225,Rocky III,PG,Drama,1982,6.8,179000.0,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,99.0,1980s,415.0,56.0,Chartoff-Winkler Productions
226,The Beastmaster,PG,Action,1982,6.2,22000.0,Don Coscarelli,Don Coscarelli,Marc Singer,118.0,1980s,47.0,27.0,Leisure Investment Company
227,Creepshow,R,Comedy,1982,6.9,44000.0,George A. Romero,Stephen King,Hal Holbrook,120.0,1980s,70.0,27.0,United Film Distribution Company (UFDC)
228,The Man from Snowy River,PG,Adventure,1982,7.3,8200.0,George Miller,A.B. 'Banjo' Paterson,Kirk Douglas,102.0,1980s,69.0,12.0,Cambridge Productions
229,Pink Floyd: The Wall,R,Drama,1982,8.0,78000.0,Alan Parker,Roger Waters,Bob Geldof,95.0,1980s,74.0,40.0,Goldcrest Films International
230,Cat People,R,Fantasy,1982,6.2,20000.0,Paul Schrader,DeWitt Bodeen,Nastassja Kinski,118.0,1980s,23.0,60.0,RKO Pictures
232,Friday the 13th Part III,R,Horror,1982,5.7,49000.0,Steve Miner,Martin Kitrosser,Dana Kimmell,95.0,1980s,122.0,8.0,Paramount Pictures
233,Firefox,PG,Action,1982,6.0,26000.0,Clint Eastwood,Alex Lasker,Clint Eastwood,136.0,1980s,155.0,60.0,Major Studio Partners
234,Halloween III: Season of the Witch,R,Horror,1982,5.0,45000.0,Tommy Lee Wallace,Tommy Lee Wallace,Tom Atkins,98.0,1980s,48.0,8.0,Dino De Laurentis Company
235,The Dark Crystal,PG,Adventure,1982,7.2,63000.0,Jim Henson,David Odell,Jim Henson,93.0,1980s,138.0,50.0,Incorporated Television Company (ITC)
236,The Verdict,R,Drama,1982,7.7,37000.0,Sidney Lumet,Barry Reed,Paul Newman,129.0,1980s,179.0,53.0,Twentieth Century Fox
237,Pieces,Not Rated,Horror,1982,6.1,9300.0,Juan Piquer Simón,Dick Randall,Christopher George,85.0,1980s,7.0,1.0,Almena Films
240,The World According to Garp,R,Comedy,1982,7.2,25000.0,George Roy Hill,John Irving,Robin Williams,136.0,1980s,99.0,56.0,Pan Arts
241,Diner,R,Comedy,1982,7.1,19000.0,Barry Levinson,Barry Levinson,Steve Guttenberg,110.0,1980s,47.0,17.0,Metro-Goldwyn-Mayer (MGM)
242,The Best Little Whorehouse in Texas,R,Comedy,1982,6.0,10000.0,Colin Higgins,Larry L. King,Burt Reynolds,114.0,1980s,231.0,116.0,Universal Pictures
243,The Year of Living Dangerously,PG,Drama,1982,7.1,20000.0,Peter Weir,David Williamson,Mel Gibson,115.0,1980s,34.0,43.0,Metro-Goldwyn-Mayer (MGM)
247,The Last Unicorn,G,Animation,1982,7.4,25000.0,Jules Bass,Peter S. Beagle,Jeff Bridges,92.0,1980s,21.0,12.0,Rankin/Bass Productions
248,The Entity,R,Drama,1982,6.7,15000.0,Sidney J. Furie,Frank De Felitta,Barbara Hershey,125.0,1980s,44.0,30.0,American Cinema Productions
249,Airplane II: the Sequel,PG,Comedy,1982,6.2,50000.0,Ken Finkleman,Ken Finkleman,Robert Hays,85.0,1980s,90.0,50.0,Paramount Pictures
250,The Toy,PG,Comedy,1982,5.8,11000.0,Richard Donner,Francis Veber,Richard Pryor,102.0,1980s,156.0,56.0,Columbia Pictures
252,Evil Under the Sun,PG,Crime,1982,7.1,15000.0,Guy Hamilton,Anthony Shaffer,Peter Ustinov,117.0,1980s,20.0,33.0,EMI Films
254,Death Wish II,R,Action,1982,6.0,15000.0,Michael Winner,David Engelbach,Charles Bronson,89.0,1980s,53.0,7.0,Golan-Globus Productions
255,Silent Rage,R,Action,1982,5.5,5300.0,Michael Miller,Joseph Fraley,Chuck Norris,103.0,1980s,35.0,15.0,Columbia Pictures
256,Megaforce,PG,Action,1982,3.7,3400.0,Hal Needham,Bob Kachler,Barry Bostwick,99.0,1980s,19.0,66.0,Golden Harvest Company
258,Dead Men Don't Wear Plaid,PG,Comedy,1982,6.9,21000.0,Carl Reiner,Carl Reiner,Steve Martin,88.0,1980s,60.0,30.0,Aspen Film Society
259,Amityville II: The Possession,R,Horror,1982,5.5,11000.0,Damiano Damiani,Tommy Lee Wallace,James Olson,104.0,1980s,42.0,17.0,Dino De Laurentis Company
260,Missing,PG,Biography,1982,7.7,19000.0,Costa-Gavras,Costa-Gavras,Jack Lemmon,122.0,1980s,46.0,32.0,Polygram Filmed Entertainment
263,Cannery Row,PG,Comedy,1982,6.7,3500.0,David S. Ward,John Steinbeck,Nick Nolte,120.0,1980s,18.0,38.0,Chai Productions
268,Tempest,PG,Comedy,1982,6.5,2200.0,Paul Mazursky,Paul Mazursky,John Cassavetes,140.0,1980s,17.0,43.0,Columbia Pictures
271,Still of the Night,PG,Crime,1982,6.1,4300.0,Robert Benton,Robert Benton,Roy Scheider,93.0,1980s,20.0,33.0,United Artists
272,Parasite,R,Horror,1982,3.9,2300.0,Charles Band,Alan J. Adler,Robert Glaudini,85.0,1980s,0.0,3.0,Embassy
274,Honkytonk Man,PG,Comedy,1982,6.6,8200.0,Clint Eastwood,Clancy Carlile,Clint Eastwood,122.0,1980s,15.0,7.0,The Malpaso Company
277,The Final Option,R,Action,1982,6.4,3000.0,Ian Sharp,George Markstein,Lewis Collins,125.0,1980s,9.0,20.0,Richmond Light Horse Productions
278,Trail of the Pink Panther,PG,Comedy,1982,5.0,9800.0,Blake Edwards,Blake Edwards,Peter Sellers,96.0,1980s,30.0,20.0,United Artists
280,The Border,R,Crime,1982,6.4,6100.0,Tony Richardson,Deric Washburn,Jack Nicholson,108.0,1980s,20.0,73.0,Efer Productions
284,Best Friends,PG,Comedy,1982,5.5,2700.0,Norman Jewison,Valerie Curtin,Burt Reynolds,116.0,1980s,122.0,50.0,Warner Brothers
285,Shoot the Moon,R,Drama,1982,6.9,2500.0,Alan Parker,Bo Goldman,Albert Finney,124.0,1980s,31.0,40.0,Metro-Goldwyn-Mayer (MGM)
287,Barbarosa,PG,Western,1982,6.4,1500.0,Fred Schepisi,William D. Wittliff,Willie Nelson,90.0,1980s,6.0,37.0,Incorporated Television Company (ITC)
295,The Soldier,R,Action,1982,5.3,1100.0,James Glickenhaus,James Glickenhaus,Ken Wahl,96.0,1980s,21.0,13.0,James Glickenhaus
296,Wrong Is Right,R,Comedy,1982,5.7,1800.0,Richard Brooks,Charles McCarry,Sean Connery,117.0,1980s,12.0,33.0,Columbia Pictures
299,Jekyll and Hyde... Together Again,R,Sci-Fi,1982,6.2,1100.0,Jerry Belson,Monica Mcgowan Johnson,Mark Blankfield,87.0,1980s,13.0,17.0,Paramount Pictures
300,Forced Vengeance,R,Action,1982,5.6,2900.0,James Fargo,Franklin Thompson,Chuck Norris,90.0,1980s,22.0,17.0,Metro-Goldwyn-Mayer (MGM)
303,Night Crossing,PG,Drama,1982,6.5,1300.0,Delbert Mann,John McGreevey,John Hurt,107.0,1980s,27.0,33.0,Walt Disney
305,Things Are Tough All Over,R,Action,1982,6.0,3100.0,Thomas K. Avildsen,Cheech Marin,Toni Attell,90.0,1980s,70.0,23.0,C & C Brown Production
307,Jinxed!,R,Comedy,1982,4.7,984.0,Don Siegel,Frank D. Gilroy,Bette Midler,103.0,1980s,10.0,44.0,Herb Jaffe
315,Partners,R,Comedy,1982,5.3,1200.0,James Burrows,Francis Veber,Ryan O'Neal,93.0,1980s,20.0,20.0,Paramount Pictures
319,"Yes, Giorgio",PG,Comedy,1982,3.9,653.0,Franklin J. Schaffner,Anne Piper,Luciano Pavarotti,110.0,1980s,8.0,63.0,Metro-Goldwyn-Mayer (MGM)
331,Scarface,R,Crime,1983,8.3,766000.0,Brian De Palma,Oliver Stone,Al Pacino,170.0,1980s,211.0,80.0,Universal Pictures
332,The Outsiders,PG,Crime,1983,7.1,78000.0,Francis Ford Coppola,Kathleen Rowell,C. Thomas Howell,91.0,1980s,82.0,32.0,Zoetrope Studios
333,Star Wars: Episode VI - Return of the Jedi,PG,Action,1983,8.3,973000.0,Richard Marquand,Lawrence Kasdan,Mark Hamill,131.0,1980s,1525.0,104.0,Luscasfilm
334,Risky Business,R,Comedy,1983,6.8,83000.0,Paul Brickman,Paul Brickman,Tom Cruise,99.0,1980s,204.0,20.0,The Geffen Company
335,National Lampoon's Vacation,R,Adventure,1983,7.4,100000.0,Harold Ramis,John Hughes,Chevy Chase,98.0,1980s,197.0,48.0,National Lampoon
336,Trading Places,R,Comedy,1983,7.5,141000.0,John Landis,Timothy Harris,Eddie Murphy,116.0,1980s,290.0,48.0,Cinema Group Ventures
337,Superman III,PG,Action,1983,5.0,66000.0,Richard Lester,Jerry Siegel,Christopher Reeve,125.0,1980s,192.0,125.0,Dovemead Films
338,The Big Chill,R,Comedy,1983,7.2,34000.0,Lawrence Kasdan,Lawrence Kasdan,Tom Berenger,105.0,1980s,181.0,26.0,Columbia Pictures
339,Staying Alive,PG,Drama,1983,4.7,15000.0,Sylvester Stallone,Nik Cohn,John Travolta,93.0,1980s,208.0,71.0,Paramount Pictures
340,Jaws 3-D,PG,Adventure,1983,3.7,41000.0,Joe Alves,Peter Benchley,Dennis Quaid,99.0,1980s,282.0,66.0,Universal Pictures
341,Christine,R,Horror,1983,6.7,75000.0,John Carpenter,Stephen King,Keith Gordon,110.0,1980s,67.0,31.0,Columbia Pictures
343,Flashdance,R,Drama,1983,6.2,50000.0,Adrian Lyne,Thomas Hedley Jr.,Jennifer Beals,95.0,1980s,298.0,13.0,Paramount Pictures
344,WarGames,PG,Action,1983,7.1,93000.0,John Badham,Lawrence Lasker,Matthew Broderick,114.0,1980s,255.0,39.0,United Artists
345,The Right Stuff,PG,Adventure,1983,7.8,57000.0,Philip Kaufman,Philip Kaufman,Sam Shepard,193.0,1980s,68.0,87.0,The Ladd Company
346,Krull,PG,Action,1983,6.1,31000.0,Peter Yates,Stanford Sherman,Ken Marshall,121.0,1980s,54.0,151.0,Columbia Pictures
348,The Dead Zone,R,Drama,1983,7.2,65000.0,David Cronenberg,Jeffrey Boam,Christopher Walken,103.0,1980s,67.0,32.0,Dino De Laurentis Company
349,Octopussy,PG,Action,1983,6.5,98000.0,John Glen,George MacDonald Fraser,Roger Moore,131.0,1980s,218.0,88.0,United Artists
350,Private School,R,Comedy,1983,5.3,6100.0,Noel Black,Dan Greenburg,Phoebe Cates,89.0,1980s,45.0,11.0,Unity Productions
351,Valley Girl,R,Comedy,1983,6.4,14000.0,Martha Coolidge,Andrew Lane,Nicolas Cage,99.0,1980s,56.0,1.0,Atlantic Entertainment Group
352,Rumble Fish,R,Crime,1983,7.2,32000.0,Francis Ford Coppola,S.E. Hinton,Matt Dillon,94.0,1980s,8.0,32.0,Zoetrope Studios
353,Videodrome,R,Horror,1983,7.2,86000.0,David Cronenberg,David Cronenberg,James Woods,87.0,1980s,7.0,19.0,Filmplan International
354,Terms of Endearment,PG,Comedy,1983,7.4,57000.0,James L. Brooks,Larry McMurtry,Shirley MacLaine,132.0,1980s,348.0,26.0,Paramount Pictures
355,Twilight Zone: The Movie,PG,Horror,1983,6.5,34000.0,Directors,John Landis,Dan Aykroyd,101.0,1980s,95.0,32.0,Amblin Entertainment
356,Never Say Never Again,PG,Action,1983,6.2,63000.0,Irvin Kershner,Kevin McClory,Sean Connery,134.0,1980s,178.0,116.0,TaliaFilm II Productions
357,A Christmas Story,PG,Comedy,1983,7.9,134000.0,Bob Clark,Jean Shepherd,Peter Billingsley,93.0,1980s,66.0,11.0,Metro-Goldwyn-Mayer (MGM)
358,Cujo,R,Horror,1983,6.1,41000.0,Lewis Teague,Stephen King,Dee Wallace,93.0,1980s,68.0,16.0,Sunn Classic Pictures
359,Sudden Impact,R,Action,1983,6.6,42000.0,Clint Eastwood,Harry Julian Fink,Clint Eastwood,117.0,1980s,217.0,71.0,Warner Brothers
362,Blue Thunder,R,Action,1983,6.4,18000.0,John Badham,Dan O'Bannon,Roy Scheider,109.0,1980s,136.0,71.0,Columbia Pictures
363,Breathless,R,Action,1983,5.9,8700.0,Jim McBride,François Truffaut,Richard Gere,100.0,1980s,64.0,24.0,Breathless Associates
364,Psycho II,R,Crime,1983,6.5,25000.0,Richard Franklin,Tom Holland,Anthony Perkins,113.0,1980s,111.0,16.0,Universal Pictures
367,Silkwood,R,Biography,1983,7.2,19000.0,Mike Nichols,Nora Ephron,Meryl Streep,131.0,1980s,114.0,32.0,ABC Motion Pictures
368,All the Right Moves,R,Drama,1983,5.9,16000.0,Michael Chapman,Michael Kane,Tom Cruise,91.0,1980s,55.0,18.0,Lucille Ball Productions
